RA,Dec,z,direction_cw_ccw
239.79097,43.02933,0.04434,1
223.37385,-0.20843,0.04439,1
223.39046,3.10844,0.04439,1
222.56128,1.39239,0.0444,1
240.03788,43.55185,0.04443,1
154.40632,-0.77981,0.04444,1
155.63952,4.21643,0.04445,-1
223.08321,-0.22582,0.04446,1
155.61163,3.88716,0.04452,1
223.81388,1.45794,0.04453,-1
214.74983,52.45872,0.04456,-1
223.42243,2.95204,0.04456,-1
222.91674,3.26407,0.0446,-1
173.25806,-1.36774,0.04461,1
223.34886,0.3643,0.04461,1
170.89668,-1.56567,0.04463,-1
151.6999,-0.50352,0.04465,-1
152.26347,-0.22707,0.04466,-1
19.14863,0.7588,0.04471,1
20.00202,-0.47415,0.04472,1
18.93632,0.3324,0.04473,-1
357.58624,-0.40965,0.04474,1
152.31933,-1.13416,0.04475,-1
6.36661,-1.0106,0.04475,1
358.22174,-0.38248,0.04477,1
170.97623,3.05967,0.04478,1
222.67608,2.09221,0.0448,1
149.91556,0.54104,0.04483,1
189.21407,0.91527,0.04486,-1
9.29835,-0.05849,0.04487,-1
151.29885,3.35415,0.04494,-1
152.90641,3.28744,0.04495,-1
220.73603,-0.81079,0.04499,-1
29.5121,-0.33419,0.04499,-1
357.6549,-0.86622,0.04499,1
157.8066,4.65057,0.04502,1
4.54286,0.24659,0.04504,-1
161.77054,3.39519,0.04506,-1
344.64849,-0.73119,0.04509,1
16.17761,0.93291,0.04512,1
18.68277,0.28604,0.04515,-1
150.51386,-0.21381,0.04516,1
179.9871,3.23777,0.04516,1
331.80784,0.85246,0.04517,1
8.6926,0.11437,0.04518,1
151.01161,1.62835,0.04522,-1
18.94983,0.24106,0.04524,-1
153.67712,4.95141,0.04527,-1
239.02192,42.12696,0.04527,-1
7.28371,0.27948,0.04527,1
168.87889,1.994,0.04529,1
19.77618,0.96552,0.0453,1
19.89629,0.46712,0.0453,1
19.85353,0.53768,0.04533,1
155.50852,3.93353,0.04541,-1
345.65508,-1.02017,0.04545,1
16.33147,-1.01217,0.04548,1
150.80633,1.89535,0.04551,1
171.59195,2.39056,0.04551,1
344.43908,-0.90703,0.04553,-1
332.62006,-0.02172,0.04554,1
151.60977,2.30409,0.04555,-1
16.57277,-0.91847,0.04555,-1
150.96666,1.09525,0.04558,-1
30.2723,-0.57448,0.04558,-1
18.02002,-0.37452,0.04564,1
169.35543,2.96972,0.04565,-1
148.18302,-0.0583,0.04565,1
152.37689,-0.33388,0.04566,1
153.12243,3.57905,0.04568,1
199.45193,4.10447,0.04569,1
150.52837,0.25767,0.04574,1
175.82652,-1.62938,0.04575,-1
169.35223,2.56488,0.04577,-1
153.70214,4.20324,0.04579,-1
19.68921,0.39447,0.04579,1
38.52068,1.23658,0.04579,1
154.08541,4.822,0.04581,1
20.62413,-0.3478,0.04582,-1
151.56102,-0.98269,0.04583,1
238.55613,42.37725,0.04586,1
152.84813,3.13439,0.04587,-1
149.43026,0.68993,0.04589,1
190.895,-1.8035,0.04594,-1
155.00919,2.98658,0.04595,-1
154.22917,3.82166,0.04601,-1
145.49087,3.13246,0.04604,1
223.49153,0.42593,0.04604,1
5.11531,0.00433,0.04605,-1
210.88418,-0.00931,0.04606,1
17.77865,0.50395,0.04609,1
141.90395,4.45255,0.0461,-1
17.76547,0.43968,0.04611,1
16.83052,-0.62336,0.04613,1
202.22294,-0.32262,0.04614,-1
150.14646,1.24244,0.04615,1
145.1081,2.75482,0.04616,-1
151.88613,2.38612,0.04617,1
190.74697,0.6988,0.04619,-1
148.72983,0.37866,0.0462,-1
151.1586,2.73116,0.04621,1
191.25682,0.75981,0.04622,-1
148.56259,0.97277,0.04622,1
171.63856,-1.69224,0.04622,1
150.20062,1.23713,0.04625,-1
149.77969,0.01065,0.04625,1
150.79315,0.12707,0.04627,1
156.17678,3.20211,0.04628,1
212.48174,1.47673,0.0463,1
174.79937,-0.95818,0.04632,-1
149.77307,1.20494,0.04632,1
153.52434,-0.12714,0.04633,-1
151.7062,1.45731,0.04634,1
18.4811,0.41196,0.04635,-1
151.29174,-1.13626,0.04636,1
149.65936,1.058,0.0464,-1
238.35512,42.40253,0.0464,-1
152.07458,2.18041,0.04642,-1
143.87409,3.6551,0.04643,-1
174.07606,-0.88974,0.04643,-1
219.33547,-1.54423,0.04644,1
246.57586,42.3328,0.04647,-1
176.12867,-2.55024,0.04647,1
37.40994,0.38588,0.0465,1
151.82287,-0.07864,0.04652,-1
353.50613,-0.31455,0.04656,-1
178.00274,3.71435,0.04657,1
5.4504,-0.24217,0.04657,-1
196.44284,1.67864,0.04658,-1
20.60477,0.52037,0.04658,1
150.99417,0.7366,0.0466,-1
152.79111,-0.39945,0.04665,-1
17.36532,-0.58017,0.04666,1
145.64865,1.4992,0.04669,1
37.41083,0.38712,0.04669,1
196.22951,1.1163,0.0467,1
173.14035,1.85344,0.04671,-1
214.81721,52.12242,0.04673,1
178.33857,0.2834,0.04674,-1
19.63439,-1.19734,0.04676,1
20.06393,-0.33582,0.04676,1
331.53556,-0.49894,0.04676,1
191.93133,0.48173,0.04677,1
149.11404,0.93172,0.04681,-1
169.5829,1.25955,0.04681,1
208.62743,-2.32352,0.04682,-1
177.45098,2.77717,0.04683,1
19.45676,-0.34078,0.04683,1
19.70105,-0.15626,0.04684,1
177.79217,0.11441,0.04685,-1
192.44314,-1.18767,0.04687,1
20.89269,0.08937,0.04688,-1
176.13648,-0.28885,0.04689,1
173.94958,-1.76315,0.0469,-1
199.99598,-0.02964,0.04693,-1
186.37858,5.2091,0.04693,1
333.1991,-0.69352,0.04695,1
182.83899,1.0636,0.04697,-1
154.29899,3.61994,0.04699,-1
177.76899,0.24839,0.04699,-1
194.35628,-0.5732,0.04699,-1
177.26655,1.0795,0.047,-1
194.24105,2.62523,0.047,1
171.58537,-1.61823,0.04701,-1
343.94404,0.06072,0.04701,-1
129.9535,3.79951,0.04703,-1
180.00201,-1.02795,0.04706,-1
204.19971,1.15393,0.04706,1
16.55295,-0.81269,0.04708,1
163.43229,4.2431,0.04711,-1
209.26973,-1.709,0.04713,-1
148.76191,0.75751,0.04714,-1
154.8643,-0.03455,0.04714,-1
154.8643,-0.03455,0.04714,1
190.85108,-0.35958,0.04714,1
207.82897,-1.48846,0.04714,1
337.69574,1.16337,0.04714,1
154.71142,-1.14375,0.04717,1
179.8526,1.43404,0.04717,1
353.98434,-0.79968,0.04717,1
195.22212,-0.87568,0.04721,-1
225.56171,44.23249,0.04722,-1
150.557,-1.13978,0.04723,-1
172.79544,2.47578,0.04724,1
154.58065,-1.17066,0.04725,-1
198.94713,-0.46231,0.04726,1
142.83144,-0.34442,0.04727,1
193.46372,3.09325,0.04731,-1
169.75803,-0.97911,0.04731,1
247.1621,43.72438,0.04732,1
191.62917,0.42471,0.04735,-1
174.12971,2.75005,0.04736,1
204.277,0.368,0.04738,-1
242.33026,44.22275,0.0474,-1
190.52474,-0.04484,0.04741,1
199.36242,2.10862,0.04741,1
193.74212,2.94313,0.04742,1
337.81999,1.00931,0.04743,1
144.22786,0.17427,0.04745,-1
4.61111,0.58887,0.04745,1
146.57605,2.88435,0.04746,-1
247.33178,44.55588,0.04746,1
178.15301,0.91519,0.04749,1
203.39554,-0.83824,0.0475,-1
213.98846,-2.09156,0.04754,-1
149.84666,2.6938,0.04755,-1
148.54948,-0.06608,0.04759,1
339.46006,1.08647,0.04762,1
170.12499,4.84206,0.04763,-1
19.64834,-0.23308,0.04763,-1
248.13072,43.91423,0.04768,1
190.78359,2.91356,0.04769,-1
147.6578,0.42546,0.04771,-1
193.93806,-0.64354,0.04774,-1
333.92337,-1.12252,0.04775,1
173.2935,2.81601,0.04777,-1
191.81615,1.37872,0.04779,-1
198.37012,3.31158,0.04779,-1
198.06389,0.59864,0.0478,-1
173.0605,-1.30302,0.04781,1
179.72115,1.19794,0.04781,1
218.72431,-1.13713,0.04781,1
183.15426,1.33507,0.04782,1
171.28081,2.73467,0.04783,-1
199.18204,-0.95748,0.04784,-1
188.91056,-1.04485,0.04785,1
16.68572,-1.17011,0.04789,-1
213.78632,-1.81109,0.04791,-1
198.40087,3.15086,0.04793,-1
179.9767,3.00607,0.04794,1
193.85814,2.23124,0.04794,1
183.86683,1.01726,0.04795,1
33.09276,0.89111,0.04797,1
207.58231,0.54812,0.04798,-1
207.95621,0.51165,0.048,-1
166.80745,-0.51608,0.04804,1
198.23356,0.94119,0.04804,1
16.45912,0.24229,0.04807,-1
194.08631,-1.56878,0.04808,-1
38.6509,-1.14129,0.04808,1
190.01526,-0.87981,0.0481,-1
143.60572,1.02012,0.04814,-1
207.9849,0.55111,0.04816,1
168.45493,3.34131,0.04819,1
19.60707,-0.70537,0.04819,-1
191.7117,-0.73806,0.0482,-1
170.79465,2.65077,0.0482,1
148.20527,1.05617,0.04824,-1
146.27276,2.65913,0.04826,-1
189.78729,-1.09632,0.0483,-1
148.18626,1.05915,0.04833,-1
39.48361,-0.18439,0.04834,1
213.8184,-1.72032,0.04836,-1
21.68915,0.07022,0.04837,-1
189.59889,-0.96673,0.04838,-1
188.36453,3.93274,0.0484,-1
171.10543,-0.45868,0.0484,1
193.22113,1.2927,0.04841,-1
192.47621,0.34818,0.04841,1
208.30121,0.8217,0.04842,1
155.77703,4.13459,0.04845,1
189.02264,-0.9001,0.04848,1
189.78734,4.3168,0.0485,1
343.01896,1.25014,0.04851,-1
341.69022,0.64112,0.04851,1
30.29554,-0.17659,0.04856,-1
214.02533,-0.93572,0.04859,1
189.1444,4.22965,0.0486,-1
37.96958,-0.28041,0.0486,-1
206.73826,2.11451,0.04861,-1
153.47205,-1.19444,0.04865,1
332.1667,1.04771,0.04865,1
170.3614,2.74672,0.04866,-1
170.14484,2.81449,0.04869,-1
181.52116,1.28798,0.04869,1
182.30695,1.60683,0.0487,-1
20.2074,-0.47511,0.04871,1
192.85688,3.86655,0.04872,1
193.13834,3.25501,0.04873,-1
186.88014,3.25973,0.04874,-1
148.09536,-1.14318,0.04876,1
199.55596,-0.1482,0.04877,1
37.96835,-0.27984,0.04877,-1
224.57468,-1.58543,0.04879,-1
173.88839,-2.27157,0.0488,-1
336.43917,5.5052,0.04881,-1
179.27909,1.17826,0.04889,-1
225.42589,42.7735,0.04889,-1
146.51536,0.16677,0.04892,1
170.94861,2.5953,0.04892,1
174.29556,2.12673,0.04892,1
179.42243,4.89301,0.04893,1
127.75209,3.95288,0.04895,-1
153.32646,-0.83273,0.04897,-1
19.55997,-0.88232,0.04898,-1
209.94175,1.07581,0.04901,-1
171.90304,0.39522,0.04913,1
39.04544,-0.97605,0.04914,1
211.35526,-0.81134,0.04918,-1
172.16734,2.02041,0.0492,-1
175.34123,-2.32028,0.0492,-1
161.74288,0.17598,0.04922,1
242.05441,44.15284,0.04923,-1
145.134,1.77651,0.04924,-1
341.19742,0.25122,0.04924,-1
38.57487,-0.98859,0.04928,-1
203.56253,-2.07342,0.0493,-1
185.63538,-1.20993,0.04932,1
348.23172,0.36343,0.04937,1
38.97773,-0.60307,0.04938,1
5.20116,0.164,0.0494,1
224.99034,-1.4509,0.04942,1
220.73621,1.10064,0.04943,1
168.88385,3.23377,0.04944,-1
154.05827,4.49963,0.04948,-1
240.91592,43.14477,0.0495,-1
177.74911,4.03909,0.04956,1
131.24677,2.47634,0.04958,-1
340.92342,0.60542,0.04958,1
171.30532,1.63246,0.04961,1
356.05675,0.80391,0.04965,1
214.1335,-1.18211,0.04975,-1
336.81823,-0.55844,0.04975,1
171.60876,2.93275,0.04981,1
356.33539,-0.25204,0.04985,1
210.23351,2.04763,0.04988,-1
184.52706,1.90705,0.04988,1
332.80948,0.80197,0.04992,1
356.36631,-0.55834,0.04995,1
38.75719,-0.73185,0.04996,1
216.42014,-0.66063,0.05002,-1
225.12657,2.67035,0.05002,1
171.65575,2.41496,0.05003,1
170.46216,2.87801,0.05004,-1
184.01865,1.18044,0.05007,1
30.63662,-0.20834,0.05008,-1
171.95836,2.15083,0.0501,-1
172.12321,0.14433,0.0501,-1
172.54975,1.82736,0.0501,-1
168.71469,3.37891,0.0501,1
356.00478,0.89679,0.05011,1
17.08133,0.7202,0.05014,-1
234.08903,43.6459,0.05016,1
38.65086,-0.41439,0.05016,1
204.57675,-1.84673,0.0502,-1
142.96611,2.70749,0.05021,1
173.70052,0.77609,0.05023,1
173.93075,1.75959,0.05025,-1
30.15045,1.09427,0.05025,1
154.08065,4.39684,0.05026,-1
333.90221,2.88806,0.05027,1
170.01207,2.76591,0.05031,-1
242.39997,44.67131,0.05036,1
214.36565,0.63457,0.05037,-1
226.38382,42.17567,0.05038,-1
182.64825,-0.17149,0.05039,1
131.07263,2.88115,0.05041,-1
138.22095,3.25131,0.05041,-1
218.81152,-2.08341,0.05045,-1
216.04581,-0.67889,0.05047,1
38.619,-1.10118,0.05053,1
173.63956,-1.84105,0.05056,1
15.32796,-0.8515,0.0506,1
141.25318,1.80332,0.05061,-1
191.20747,1.86973,0.05062,-1
176.20235,5.36442,0.05066,1
214.18693,1.79697,0.0507,-1
219.37556,-0.84077,0.05071,1
130.35588,0.61879,0.05074,-1
242.26035,43.87369,0.05074,-1
17.19702,0.19869,0.05081,1
130.6424,2.42777,0.05085,-1
211.80233,-1.01298,0.05086,1
226.86309,42.25599,0.05086,1
170.93574,3.00521,0.05093,-1
214.40555,0.32909,0.05096,-1
154.80345,3.2912,0.05098,-1
130.35114,0.53024,0.05101,-1
159.59208,0.81985,0.05103,1
16.37301,0.50964,0.05105,1
182.09353,-1.24804,0.05107,1
242.47179,42.60453,0.05108,-1
332.61253,0.91183,0.05113,-1
17.24635,0.13175,0.05113,1
143.48178,4.61248,0.05117,-1
15.32475,-1.00572,0.05118,-1
131.02733,-0.10349,0.05122,1
348.7567,0.07224,0.05122,1
148.83787,3.16588,0.05124,-1
172.23153,3.40908,0.05125,-1
181.90156,-1.55411,0.05126,1
133.64995,1.43498,0.05129,1
217.46724,1.38369,0.05133,1
209.27695,-2.39494,0.05134,1
330.44616,1.23688,0.05134,-1
16.16135,-0.44767,0.05135,-1
15.32006,-1.09775,0.05135,1
215.0818,-0.29474,0.05136,1
214.71412,-0.2802,0.05139,1
209.29076,-2.37059,0.05144,-1
136.8477,0.24699,0.05145,1
214.30598,-0.02698,0.0515,1
218.84871,1.86345,0.0515,1
200.89472,-0.13103,0.05151,1
217.62486,1.64614,0.05152,-1
200.95462,-0.33373,0.05153,1
162.99708,2.76438,0.05166,-1
339.98403,-0.88573,0.05167,1
167.39948,3.61272,0.0517,1
176.11253,2.02123,0.05172,-1
339.69925,-0.85922,0.05173,1
169.58756,3.81032,0.05175,-1
181.66292,-1.76474,0.05176,1
333.02758,0.45575,0.05184,1
130.61362,-0.14517,0.05189,-1
213.89775,2.22132,0.05191,1
179.79155,-1.55396,0.05193,1
180.37445,-2.04154,0.05199,-1
132.63877,0.29252,0.052,1
165.63948,5.0418,0.05202,-1
159.05531,3.65064,0.05205,-1
343.24739,0.44983,0.05207,-1
170.33937,2.94397,0.05216,1
333.73167,0.27488,0.05218,-1
233.12633,43.3536,0.05219,-1
216.75595,42.22911,0.05222,1
131.41201,-0.10314,0.05225,1
215.13195,-0.04785,0.05225,1
134.61917,0.63712,0.05233,1
336.85601,0.6525,0.05237,-1
215.97523,-0.98395,0.05239,-1
135.80148,0.91534,0.05239,1
204.96888,-1.19841,0.05241,1
179.94366,-1.5919,0.05243,-1
214.70859,-0.0938,0.05243,-1
214.25701,0.47708,0.05245,-1
165.50798,3.63593,0.05246,1
155.14324,-1.08915,0.05252,-1
346.14539,-0.77802,0.05253,1
214.13502,0.07135,0.05254,-1
140.92835,2.00336,0.05254,1
350.7638,0.6406,0.05257,-1
170.46655,2.6866,0.05258,1
135.19089,0.07112,0.05259,1
340.79073,-0.3087,0.05259,-1
210.25038,-2.28964,0.0526,-1
215.06157,-0.07937,0.0526,-1
18.61626,-0.03754,0.0526,-1
218.03499,0.41113,0.05261,-1
159.34686,4.17649,0.05261,1
343.3495,0.41336,0.05261,-1
134.71292,1.46962,0.05264,1
167.55145,4.05632,0.05264,1
212.10361,-0.58913,0.05268,-1
169.24197,1.13236,0.0527,-1
340.62459,-0.39291,0.05272,1
36.57851,-5.02081,0.05275,1
142.03029,2.26774,0.05276,-1
213.62544,1.91536,0.05278,1
351.37776,0.44967,0.05279,-1
213.12837,0.90049,0.0528,1
213.2464,1.0141,0.05283,-1
186.87119,5.24189,0.05285,-1
215.05812,0.26114,0.05286,-1
141.61097,4.18801,0.05286,1
214.40236,0.06204,0.05286,1
132.85361,0.02463,0.05288,-1
204.64985,-1.45104,0.05288,-1
214.32983,0.05102,0.05288,-1
154.14858,4.30794,0.05292,-1
212.89347,0.16621,0.05295,-1
217.65644,-1.75403,0.05297,1
138.68187,-0.62376,0.05298,-1
132.19012,0.29151,0.05299,1
220.07845,-2.01922,0.05302,-1
340.61248,-0.58188,0.05302,-1
212.97422,-0.03419,0.05306,1
212.8185,0.48946,0.05307,-1
214.49991,1.90632,0.05308,-1
213.48567,0.89643,0.05311,1
175.09795,-1.34122,0.05312,-1
165.13595,3.00141,0.05312,1
212.87527,0.7,0.05312,1
335.96813,-0.87148,0.05313,-1
135.32015,3.40256,0.05317,-1
214.64776,0.15774,0.05317,-1
243.0703,43.41407,0.05318,-1
38.75494,0.75044,0.05318,1
135.47756,0.24538,0.0532,1
344.09892,0.84888,0.0532,1
217.72933,-1.64413,0.05321,1
344.27324,1.02962,0.05322,1
214.70282,0.49648,0.05325,1
214.60928,0.1694,0.05326,1
145.89356,1.0285,0.05329,-1
346.78542,-0.48113,0.0533,-1
149.06441,3.77085,0.05331,1
242.32808,42.11858,0.05331,1
211.08355,-1.71602,0.05332,1
340.49181,-0.78654,0.05332,1
0.31378,1.15864,0.05334,1
343.93439,0.84837,0.05334,1
136.00429,1.4581,0.05338,1
19.01314,-0.20562,0.05339,1
197.67499,0.65777,0.05341,-1
222.61891,-1.51084,0.05341,1
211.11298,-1.27488,0.05345,-1
135.4816,-0.01799,0.05349,-1
213.61259,-0.19524,0.0535,1
340.00063,-0.82918,0.0535,1
169.07944,3.79306,0.05352,-1
344.67787,1.19768,0.05353,-1
134.57715,0.15618,0.05354,1
199.73891,-0.19829,0.05355,1
216.88221,-0.29015,0.0536,1
19.80919,1.01078,0.05361,1
19.74917,-0.77374,0.05362,-1
214.94387,1.1469,0.05363,1
342.9761,0.30489,0.05364,-1
213.6633,1.68358,0.05367,-1
331.38722,-1.0262,0.05367,-1
212.27569,0.18883,0.05368,-1
213.60139,-0.19107,0.05369,-1
213.15467,-1.01222,0.05371,1
20.42499,-0.74169,0.05371,1
211.10803,-1.85471,0.05374,1
215.75291,0.70744,0.05374,1
343.5132,1.05485,0.05374,-1
355.07565,-0.44417,0.05374,1
134.4044,2.23944,0.05375,1
137.19664,0.65062,0.05378,-1
217.31756,0.5654,0.05378,1
38.2958,0.06743,0.05378,1
199.04907,1.43337,0.05381,-1
339.95536,-0.92596,0.05383,-1
170.02743,3.70507,0.05385,-1
137.4721,0.42488,0.05386,1
20.44666,-0.77887,0.05386,1
20.33089,-0.78062,0.05387,-1
346.42332,0.29343,0.05387,1
198.55015,1.12813,0.05388,-1
216.03855,1.89883,0.05389,1
16.95729,0.61165,0.0539,-1
135.48561,-0.38517,0.05395,1
211.70079,-2.1726,0.05396,-1
19.77155,-0.7854,0.05396,-1
142.44134,-0.60816,0.05398,-1
345.06203,1.19214,0.05399,-1
211.23882,-1.83903,0.05402,1
215.60459,1.19761,0.05403,1
210.63113,-0.96788,0.05404,1
212.53875,-2.36112,0.05405,1
343.1546,0.24731,0.05405,-1
38.36358,0.21066,0.05405,1
346.20567,-0.038,0.05408,-1
359.85275,0.85397,0.05408,-1
215.54899,-0.13128,0.05409,1
344.0347,0.93591,0.05412,-1
212.59178,-1.11505,0.05414,1
144.05363,1.02163,0.05418,-1
211.73695,-2.28678,0.05418,1
342.09668,-0.15972,0.05418,-1
243.3109,44.43646,0.05419,1
155.49274,-0.95433,0.05422,-1
211.29395,-1.7186,0.05423,1
211.38101,-1.36736,0.05423,1
202.63229,-0.60328,0.05424,1
140.68638,-0.31459,0.05426,-1
343.27265,0.38591,0.05427,1
212.70042,-1.14441,0.05431,1
354.36092,2.07661,0.05431,-1
344.61465,-0.26701,0.05431,1
215.68153,0.13237,0.05432,-1
164.22256,-0.04728,0.05432,1
200.94448,0.4681,0.05433,-1
210.68384,-0.58763,0.05433,-1
214.22173,-1.78111,0.05434,-1
214.31265,1.22939,0.05436,-1
214.33318,1.17352,0.05439,1
213.10118,-0.73202,0.05442,-1
37.84816,1.26211,0.05443,-1
332.70877,-0.75006,0.05446,1
137.44615,-0.65185,0.05449,-1
212.69763,-1.3142,0.05449,-1
201.43552,-0.64695,0.0545,-1
20.4874,-1.01431,0.0545,1
18.98557,0.63674,0.05451,-1
137.71355,2.02189,0.05452,1
347.74016,-0.55518,0.05455,1
216.2869,-0.12437,0.05458,-1
175.37764,-0.88573,0.0546,1
217.69177,0.24766,0.0546,1
19.06712,0.27295,0.0546,1
213.26064,0.14639,0.05461,-1
215.25913,-0.86196,0.05461,-1
212.67106,1.33942,0.05464,1
205.62078,-2.12812,0.05466,1
217.43418,0.08126,0.05466,1
346.68938,0.21932,0.05466,-1
245.10715,44.32937,0.05469,1
339.83367,-0.42964,0.0547,-1
216.40842,1.01271,0.05472,-1
214.65854,-1.49905,0.05473,-1
211.59094,-2.03947,0.05473,1
245.00855,43.77947,0.05474,-1
223.43763,-0.96338,0.05476,-1
217.12989,1.51082,0.05476,1
217.55466,-1.72061,0.05476,1
159.8362,3.36925,0.05477,-1
213.02435,0.48535,0.05478,-1
19.09841,0.4458,0.05478,1
340.0304,-0.92387,0.05478,1
337.55506,0.22842,0.0548,1
215.24601,-1.88296,0.05482,-1
211.47231,-1.24569,0.05485,-1
137.87447,2.69489,0.05487,-1
169.3594,1.36683,0.05488,-1
217.07667,1.12959,0.05488,1
216.50315,-1.41178,0.0549,1
245.90097,44.44511,0.05492,-1
215.31497,-1.80922,0.05492,1
216.29217,-1.8037,0.05492,1
167.10541,2.9773,0.05498,-1
216.57003,-1.53533,0.05499,-1
215.85448,-1.03605,0.055,-1
216.56453,1.4915,0.05501,-1
217.75786,-1.7172,0.05502,-1
144.27253,1.09352,0.05505,1
216.38842,-1.11394,0.05505,1
215.44179,-1.38762,0.05506,-1
216.55893,3.89934,0.05506,1
138.54711,0.81821,0.05507,1
209.5765,-1.59341,0.05508,1
343.62391,-0.89739,0.05508,1
347.62592,-1.14438,0.05509,-1
179.55465,4.6623,0.0551,-1
357.77513,-0.51967,0.05511,-1
19.04332,0.76934,0.05513,-1
337.45407,-0.45171,0.05513,-1
203.70454,-1.39387,0.05518,-1
216.37268,-1.06617,0.05518,1
18.53845,1.25065,0.05518,1
216.39777,-1.00599,0.05522,1
150.67874,4.04131,0.05525,1
162.28116,4.9407,0.05525,1
154.52015,3.59499,0.05526,-1
170.33842,3.62,0.05527,1
157.24238,4.64443,0.05528,-1
135.29638,2.07818,0.05532,-1
20.34865,-0.6004,0.05532,-1
19.14642,1.07992,0.05533,1
216.98918,-1.63118,0.05534,-1
138.73063,4.63398,0.05536,1
139.64834,0.05988,0.05537,1
215.85962,-2.18753,0.05538,1
140.975,-0.68263,0.0554,1
3.14324,0.58534,0.0554,1
343.14445,-1.11728,0.05544,-1
139.10714,0.87197,0.05545,-1
139.10714,0.87197,0.05545,1
160.12344,2.27067,0.05546,-1
342.5209,-0.55973,0.05546,-1
138.82858,2.20849,0.05547,-1
3.00705,0.75915,0.05547,1
336.50542,-0.73363,0.05551,-1
159.95843,3.00468,0.05552,1
221.71124,0.46868,0.05553,-1
137.86471,2.23721,0.05554,-1
139.39825,3.32858,0.05559,-1
338.01457,-0.9834,0.0556,1
219.07022,-1.38693,0.05561,-1
181.50739,2.93032,0.05565,-1
156.96459,3.94115,0.05566,1
213.47961,1.81823,0.05566,1
218.40087,1.30589,0.05568,-1
218.70063,1.59046,0.05568,1
218.71756,1.60377,0.05572,1
224.72084,3.25529,0.05574,-1
164.34016,4.42035,0.05576,1
162.19756,4.9618,0.05579,-1
131.47764,-0.59781,0.05581,-1
150.68982,4.04519,0.05581,1
221.76676,0.47905,0.05581,1
224.0541,-1.50876,0.05582,1
338.75188,-0.9647,0.05583,1
138.63961,1.64482,0.05584,1
168.10672,1.01255,0.05585,1
216.76251,1.36278,0.05585,1
217.32137,0.69717,0.05586,-1
215.71584,3.40704,0.05588,1
20.73426,0.37855,0.05589,-1
332.02839,0.62014,0.05589,1
142.05696,0.60481,0.0559,1
222.04457,-0.81646,0.05591,1
138.62807,4.92927,0.05593,-1
341.9263,-0.33886,0.05593,-1
217.44884,-1.48047,0.05595,-1
217.56869,-1.757,0.05598,1
160.6165,3.65596,0.05599,1
8.74782,-0.2982,0.05599,-1
137.36982,1.6388,0.056,-1
341.70818,-0.88059,0.05601,-1
163.078,2.62532,0.05602,-1
160.49153,3.72576,0.05603,-1
214.36202,2.20105,0.05603,-1
216.53968,-1.30737,0.05604,1
338.03188,0.88409,0.05604,1
156.71314,0.2111,0.05606,-1
179.08522,4.31432,0.05606,-1
350.57409,-0.52009,0.05608,-1
343.30703,0.6827,0.05609,-1
140.93664,-0.51795,0.0561,-1
336.09796,1.06943,0.0561,1
340.78249,-0.54916,0.05611,-1
141.45795,0.89651,0.05618,1
215.79509,2.94373,0.05618,1
135.04783,2.07783,0.05619,-1
139.85243,2.57459,0.05623,-1
222.08931,-0.80754,0.05623,1
214.30082,1.74306,0.05625,1
166.57671,3.13708,0.05627,-1
204.14572,-1.51514,0.05628,1
336.74395,-0.73653,0.05629,1
214.25275,1.29568,0.0563,-1
135.52102,0.40605,0.0564,1
211.88863,-1.97103,0.0564,1
175.82494,-0.18159,0.05643,-1
139.86925,0.70468,0.05646,-1
219.29213,-1.68176,0.0565,1
140.77401,-0.59711,0.05651,1
162.91884,3.21951,0.05652,-1
353.47023,0.14043,0.05655,-1
138.20355,2.20798,0.05656,-1
140.52123,4.48913,0.05656,1
140.50698,2.23226,0.05657,1
342.80132,-0.7695,0.0566,-1
146.78854,-0.3108,0.05661,-1
159.99734,4.78883,0.05665,1
192.07928,4.1437,0.05667,1
333.1279,-0.08306,0.05668,1
138.10045,4.00682,0.0567,1
135.42422,1.85216,0.05671,-1
194.22599,-1.81113,0.05672,-1
158.28383,3.11574,0.05672,1
249.04108,44.52687,0.05672,1
218.11626,-1.55207,0.05674,1
232.32327,42.56105,0.05676,1
162.92943,3.21139,0.05677,1
200.12282,1.74761,0.05677,1
